filmid,title,runtime,genre,director,actors,language,country,imdbRating,metascore,imdbVotes,Worlwide boxoffice,budget,ROI,year,winner,category
tt9362722,Spider-Man: Across the Spider-Verse,140 min,Animation,"Joaquim Dos Santos, Kemp Powers, Justin K. Thompson","Shameik Moore, Hailee Steinfeld, Brian Tyree Henry",English,United States,8.5,86,"453,833",690824738,100000000.0,5.91,2023,no,animated feature film
tt14225838,Io Capitano,121 min,Drama,Matteo Garrone,"Seydou Sarr, Moustapha Fall, Issaka Sawadogo","Wolof, French, Arabic, English",Italy,7.6,79,"15,832",7636951,3000000.0,1.55,2023,no,international feature film
tt27503384,Perfect Days,124 min,Drama,Wim Wenders,"Kôji Yakusho, Tokio Emoto, Arisa Nakano","Japanese, English",Japan,7.9,80,"82,487",25660952,4000000.0,5.42,2023,no,international feature film
tt16277242,Society of the Snow,144 min,Adventure,J.A. Bayona,"Enzo Vogrincic, Agustín Pardella, Matías Recalt",Spanish,Spain,7.8,72,"156,565",1281,10000000.0,-1.0,2023,no,international feature film
tt26612950,The Teachers' Lounge,98 min,Drama,Ilker Çatak,"Leonie Benesch, Anne-Kathrin Gummich, Rafael Stachowiak","German, Turkish, Polish, English",Germany,7.4,82,"25,330",5707442,4000000.0,0.43,2023,no,international feature film
tt7160372,The Zone of Interest,105 min,Drama,Jonathan Glazer,"Christian Friedel, Sandra Hüller, Johann Karthaus","German, Polish, Yiddish",United Kingdom,7.3,92,"129,931",52631884,8000000.0,5.58,2023,yes,international feature film
tt7160372,The Zone of Interest,105 min,Drama,Jonathan Glazer,"Christian Friedel, Sandra Hüller, Johann Karthaus","German, Polish, Yiddish",United Kingdom,7.3,92,"129,931",52631884,8000000.0,5.58,2023,no,best picture
tt23561236,American Fiction,117 min,Comedy,Cord Jefferson,"Jeffrey Wright, Skyler Wright, John Ales",English,United States,7.5,81,"110,103",22483370,7000000.0,2.21,2023,no,best picture
tt17009710,Anatomy of a Fall,151 min,Crime,Justine Triet,"Sandra Hüller, Swann Arlaud, Milo Machado-Graner","French, English",France,7.7,86,"160,897",36051506,8000000.0,3.51,2023,no,best picture
tt1517268,Barbie,114 min,Adventure,Greta Gerwig,"Margot Robbie, Ryan Gosling, Issa Rae","English, Spanish",United States,6.8,80,"596,493",1447038421,145000000.0,8.98,2023,no,best picture
tt14849194,The Holdovers,133 min,Comedy,Alexander Payne,"Paul Giamatti, Da'Vine Joy Randolph, Dominic Sessa",English,United States,7.9,82,"196,289",45737958,25000000.0,0.83,2023,no,best picture
tt5537002,Killers of the Flower Moon,206 min,Crime,Martin Scorsese,"Leonardo DiCaprio, Robert De Niro, Lily Gladstone","English, Osage, Latin, French",United States,7.6,89,"281,536",158772599,200000000.0,-0.21,2023,no,best picture
tt5535276,Maestro,129 min,Biography,Bradley Cooper,"Carey Mulligan, Bradley Cooper, Matt Bomer",English,United States,6.5,77,"67,033",383532,0.0,inf,2023,no,best picture
tt15398776,Oppenheimer,180 min,Biography,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon","English, German, Italian, Dutch",United States,8.3,90,"878,936",975811333,100000000.0,8.76,2023,yes,best picture
tt13238346,Past Lives,105 min,Drama,Celine Song,"Greta Lee, Teo Yoo, John Magaro","Korean, English, Mandarin, French",United States,7.8,94,"151,787",42677159,2000000.0,20.34,2023,no,best picture
tt14230458,Poor Things,141 min,Comedy,Yorgos Lanthimos,"Emma Stone, Mark Ruffalo, Willem Dafoe","English, French, Portuguese",Ireland,7.8,88,"337,982",117625455,50000000.0,1.35,2023,no,best picture
tt4772188,Flow,85 min,Animation,Gints Zilbalodis,N/A,None,Latvia,7.9,87,"70,276",29944139,5000000.0,4.99,2024,yes,animated feature film
tt4772188,Flow,85 min,Animation,Gints Zilbalodis,N/A,None,Latvia,7.9,87,"70,276",29944139,5000000.0,4.99,2024,no,international feature film
tt22022452,Inside Out 2,96 min,Animation,Kelsey Mann,"Amy Poehler, Maya Hawke, Kensington Tallman","English, French, Spanish",United States,7.5,73,"211,354",1698863816,200000000.0,7.49,2024,no,animated feature film
tt23770030,Memoir of a Snail,95 min,Animation,Adam Elliot,"Jacki Weaver, Sarah Snook, Charlotte Belsey","English, French",Australia,7.8,83,"7,172",7572798,1000000.0,6.57,2024,no,animated feature film
tt17163970,Wallace & Gromit: Vengeance Most Fowl,82 min,Animation,"Merlin Crossingham, Nick Park","Ben Whitehead, Peter Kay, Lauren Patel",English,United Kingdom,7.5,83,"32,826",191452,30000000.0,-0.99,2024,no,animated feature film
tt29623480,The Wild Robot,102 min,Animation,Chris Sanders,"Lupita Nyong'o, Pedro Pascal, Kit Connor","English, German, French, Spanish, Swahili, Japanese",United States,8.2,85,"151,636",333165945,40000000.0,7.33,2024,no,animated feature film
tt20221436,Emilia Pérez,132 min,Comedy,Jacques Audiard,"Zoe Saldaña, Karla Sofía Gascón, Selena Gomez","Spanish, English",France,5.4,70,"80,230",16298763,3000000.0,4.43,2024,no,international feature film
tt20221436,Emilia Pérez,132 min,Comedy,Jacques Audiard,"Zoe Saldaña, Karla Sofía Gascón, Selena Gomez","Spanish, English",France,5.4,70,"80,230",16298763,3000000.0,4.43,2024,no,best picture
tt10236164,The Girl with the Needle,123 min,Crime,Magnus von Horn,"Vic Carmen Sonne, Trine Dyrholm, Besir Zeciri",Danish,Denmark,7.5,82,"13,953",530171,2000000.0,-0.73,2024,no,international feature film
tt14961016,I'm Still Here,137 min,Biography,Walter Salles,"Fernanda Torres, Fernanda Montenegro, Selton Mello",Portuguese,Brazil,8.6,85,"86,641",35942663,0.0,inf,2024,yes,international feature film
tt14961016,I'm Still Here,137 min,Biography,Walter Salles,"Fernanda Torres, Fernanda Montenegro, Selton Mello",Portuguese,Brazil,8.6,85,"86,641",35942663,0.0,inf,2024,no,best picture
tt32178949,The Seed of the Sacred Fig,167 min,Crime,Mohammad Rasoulof,"Soheila Golestani, Missagh Zareh, Setareh Maleki",Persian,France,7.6,85,"4,554",6537099,1500000.0,3.36,2024,no,international feature film
tt28607951,Anora,139 min,Comedy,Sean Baker,"Mikey Madison, Paul Weissman, Yura Borisov","English, Russian, Armenian",United States,7.5,91,"176,420",59574302,2000000.0,28.79,2024,yes,best picture
tt8999762,The Brutalist,216 min,Drama,Brady Corbet,"Adrien Brody, Felicity Jones, Guy Pearce","English, Hungarian, Italian, Hebrew, Yiddish, Russian, French",United States,7.4,90,"78,828",50257472,12000000.0,3.19,2024,no,best picture
tt11563598,A Complete Unknown,141 min,Biography,James Mangold,"Timothée Chalamet, Edward Norton, Elle Fanning",English,United States,7.7,70,"74,164",140263060,2000000.0,69.13,2024,no,best picture
tt20215234,Conclave,120 min,Drama,Edward Berger,"Ralph Fiennes, Stanley Tucci, John Lithgow","English, Italian, Spanish, Latin",United Kingdom,7.4,79,"147,765",119635490,10000000.0,10.96,2024,no,best picture
tt15239678,Dune: Part Two,166 min,Action,Denis Villeneuve,"Timothée Chalamet, Zendaya, Rebecca Ferguson",English,United States,8.5,79,"626,461",714644358,200000000.0,2.57,2024,no,best picture
tt23055660,Nickel Boys,140 min,Drama,RaMell Ross,"Ethan Herisse, Brandon Wilson, Aunjanue Ellis-Taylor",English,United States,7.0,91,"16,693",3016380,4000000.0,-0.25,2024,no,best picture
tt17526714,The Substance,141 min,Drama,Coralie Fargeat,"Demi Moore, Margaret Qualley, Dennis Quaid",English,United Kingdom,7.3,78,"296,980",77316812,6000000.0,11.89,2024,no,best picture
tt1262426,Wicked,160 min,Fantasy,Jon M. Chu,"Cynthia Erivo, Ariana Grande, Jeff Goldblum",English,United States,7.5,73,"156,595",755367145,145000000.0,4.21,2024,no,best picture
